Name,Recom_CPU_Max_Temp,Min_CPU_Lithography,Min_CPU_Physical_Cores,Recom_CPU_CPU_Speed,Recom_CPU_Lithography,Min_GPU_Memory,Min_GPU_Memory_Speed,Min_GPU_Direct_X,Min_GPU_Pixel_Rate,Min_GPU_Texture_Rate,Min_GPU_Memory_Bandwidth,Min_OS_Coded,Recom_OS_Coded,Min_HDD_Coded,Recom_HDD_Coded,Min_DirectX_coded
Stronghold Crusader 2,37.0,77.5,2.0,3.05,45.0,512.0,864.0,10.0,11.0,23.0,81.8,132,764,6.0,6.0,9
Midnight Club 2,0.0,180.0,1.0,1.83,155.0,0.0,0.0,9.5,0.0,0.0,0.0,98,132,1.6,1.6,9
Forza Motorsport 7,36.5,45.0,4.0,3.6,27.0,2048.0,1012.5,11.6,15.5,35.0,50.4,1064,1064,55.0,55.0,12
Citadel: Forged with Fire,36.5,33.5,2.5,3.45,32.0,2560.0,1451.5,11.6,34.0,80.5,172.9,764,764,20.0,20.0,10
Gratuitous Space Battles: The Tribe,39.0,180.0,1.0,1.75,65.0,192.0,437.5,9.0,0.0,0.0,14.0,132,132,0.0,0.0,9
Yonder: The Cloud Catcher Chronicles,36.5,38.5,3.0,3.95,27.0,1536.0,1425.0,11.15,15.5,53.5,91.2,264,764,20.0,20.0,11
Underworld Ascendant,0.0,14.0,4.0,3.3,14.0,2048.0,1426.5,11.6,35.0,68.5,129.7,1064,1064,45.0,45.0,11
Death Cabin,66.5,180.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,0.0,0.0,9
Tetrobot and Co.,0.0,38.5,3.0,2.4165,110.0,32.0,125.0,9.05,1.0,2.0,2.0,132,732,1.0,0.0,9
Lords of Xulima,66.5,180.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,0.0,0.0,9
Sword Coast Legends,67.5,65.0,2.0,3.3,38.5,512.0,946.5,10.05,10.0,29.5,60.6,132,764,20.0,20.0,11
The Shattering,36.5,32.0,3.0,3.4,27.0,2048.0,1375.0,11.2,23.5,51.0,132.8,1064,1064,8.0,8.0,11
Need For Speed: Most Wanted 2 Ultimate Speed,35.0,65.0,2.0,2.165,65.0,256.0,750.0,10.05,3.5,7.5,24.0,232,764,2.0,2.0,10
Face Noir,32.5,155.0,1.0,2.7,38.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,2.0,2.0,9
Terje Haakonsens Powder VR,36.5,27.0,6.0,3.3,18.0,7168.0,2001.0,12.05,61.5,159.5,224.1,764,1064,10.0,10.0,11
Crusader Kings II: Sunset Invasion,66.0,110.0,1.0,2.3665000000000003,65.0,384.0,950.0,9.5,5.0,8.0,60.8,132,132,1.0,1.0,9
SLUDGE LIFE,65.5,65.0,2.0,3.25,38.5,128.0,200.0,9.55,1.0,1.0,6.4,764,764,2.0,2.0,11
Book of Yog Idle RPG,36.5,38.5,3.0,3.15,32.0,768.0,899.0,11.05,3.0,6.0,21.6,764,1064,0.0,1.0,9
Tony Hawks Pro Skater 1 and 2,36.5,38.5,3.0,3.75,27.0,3072.0,1751.0,12.05,33.5,70.0,112.05,764,764,5.0,5.0,11
Pro Cycling Manager 2016,67.0,65.0,2.0,3.05,55.0,256.0,850.0,10.0,4.0,8.5,27.2,232,764,11.0,11.0,9
Metal Unit,36.5,32.0,5.0,3.15,32.0,768.0,1026.0,11.0,12.0,25.0,65.65,764,1064,0.0,0.0,10
Strike Suit Infinity,71.0,65.0,2.0,2.5,55.0,768.0,1000.0,10.05,9.0,35.5,64.0,164,764,2.5,2.5,11
System Shock 3,36.5,38.5,3.0,3.95,27.0,1536.0,1425.0,11.15,15.5,53.5,91.2,264,764,20.0,20.0,11
Milanoir,70.5,48.5,3.0,2.35,65.0,384.0,400.0,10.05,2.0,4.5,9.6,764,1064,1.0,1.0,9
Cities XL,67.0,130.0,1.0,3.05,65.0,384.0,450.0,9.0,0.0,0.0,14.4,132,132,8.0,8.0,9
Cyber Emoji Tale 2099,30.5,55.0,2.0,2.8,55.0,768.0,899.0,11.05,3.0,6.0,21.6,132,1064,0.0,0.0,11
Fragmented,36.5,65.0,2.0,3.65,32.0,1024.0,950.0,11.5,22.5,45.0,121.6,264,0,10.0,10.0,10
Starlight Inception,36.0,65.0,2.0,2.165,77.5,768.0,1063.5,10.55,19.0,28.5,100.1,132,764,6.0,6.0,9
StarDrone VR,36.5,23.0,3.0,3.4,27.0,1024.0,1751.5,12.05,28.5,71.0,56.1,1064,1064,0.0,0.0,11
Borderlands,66.0,130.0,1.0,2.55,65.0,256.0,525.0,9.5,1.5,3.0,16.799999999999997,132,132,8.0,8.0,9
Ragnarock,0.0,23.0,4.0,3.6,14.0,7168.0,2001.0,12.05,62.5,165.0,224.1,1064,1064,2.0,2.0,11
Fable 4,0.0,32.0,6.0,3.6,14.0,2048.0,1564.0,12.05,34.5,92.0,144.1,764,764,50.0,50.0,11
Homeworld: Deserts of Kharak,34.0,32.0,3.0,3.43,38.5,1280.0,937.5,10.55,14.0,24.0,84.0,732,764,8.0,12.0,10
Dream Cycle,0.0,14.0,4.0,3.4000000000000004,10.5,4096.0,1751.0,12.05,42.5,113.0,168.05,1064,1064,25.0,25.0,11
Rainy Day,66.5,180.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,0.0,0.0,9
Saints Row 3 Remastered,36.5,27.0,5.0,3.5,27.0,3072.0,1626.0,11.55,32.5,121.0,184.1,1064,1064,46.0,46.0,11
The Jackbox Party Pack 5,70.5,48.5,2.0,2.365,45.0,384.0,500.0,10.0,2.0,5.0,10.0,132,1064,3.0,3.0,9
Pit People,32.5,65.0,2.0,3.2,33.5,768.0,450.0,10.6,3.0,6.5,7.2,264,764,1.0,1.0,9
Element TD 2 - Multiplayer Tower Defense,32.5,65.0,2.0,3.2,33.5,768.0,450.0,10.6,3.0,6.5,7.2,864,1064,9.0,9.0,9
Tormented Souls,36.5,32.0,6.0,3.4000000000000004,18.0,1024.0,1037.5,11.0,17.5,31.5,116.4,764,764,4.0,4.0,11
Island Saga,70.0,55.0,2.0,2.85,38.5,768.0,650.0,10.6,5.5,16.0,13.6,764,1064,6.0,6.0,9
Super Splatters,66.5,180.0,1.0,2.1,77.5,256.0,800.0,10.5,4.5,7.0,25.6,132,132,1.0,1.0,9
School of Dragons:How to train your dragon,66.5,180.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,0.0,0.0,9
Boomerang Fu,34.5,30.0,3.0,3.5,32.0,1024.0,1200.0,11.05,14.0,46.5,110.4,764,1064,0.0,0.0,11
Lucius 3,36.5,23.0,4.0,3.5,18.0,2048.0,1451.0,11.15,27.5,78.5,161.7,764,1064,25.0,25.0,9
